Date,Open,High,Low,Close,Volume
13/02/2026 15:30:00,377,377.8,370.65,374.1,4441440
16/02/2026 15:30:00,372,384.25,370.9,382.1,3884952
17/02/2026 15:30:00,381.4,384.1,377,378.4,3799013
18/02/2026 15:30:00,378.4,382.15,377.95,379.6,2150233
19/02/2026 15:30:00,379.5,381.75,368.3,369.3,3203557
20/02/2026 15:30:00,369.3,379.2,369.25,378,2844023
23/02/2026 15:30:00,379,381.55,376.8,379.25,3229333
24/02/2026 15:30:00,377,380.45,372.5,379.75,3005896
25/02/2026 15:30:00,380,383.65,376.5,381.25,3122278
26/02/2026 15:30:00,380.8,385.4,378.25,380.4,3190045
27/02/2026 15:30:00,380.4,381.5,376.25,377.55,3197689
02/03/2026 15:30:00,356,373.95,356,368.35,5645823
04/03/2026 15:30:00,362.3,369.9,362.1,365.85,5707031
05/03/2026 15:30:00,366.25,378.5,366.25,376.85,5981063
06/03/2026 15:30:00,375,385.25,373.1,375.5,3748549
09/03/2026 15:30:00,366.5,374.2,365.15,372.9,5063475
10/03/2026 15:30:00,375.9,384.15,375.9,381.3,7675259
11/03/2026 15:30:00,383,392.5,382.35,385.75,9679700
12/03/2026 15:30:00,384,407.35,383.45,402.15,25007929
13/03/2026 15:30:00,402.15,406.05,393.45,394.95,9072187
16/03/2026 15:30:00,395.55,398.9,385,390.55,8028549
17/03/2026 15:30:00,391,402.3,391,400.85,12085084
18/03/2026 15:30:00,402.5,405.5,398.25,400.35,7348301
19/03/2026 15:30:00,397.5,404.4,393.05,398.5,8123743
20/03/2026 15:30:00,402,418.45,401,402.4,25154921
23/03/2026 15:30:00,402.7,403.3,373,386.95,15173788
24/03/2026 15:30:00,395,395,383.8,384.75,9726871
25/03/2026 15:30:00,388,395,387.05,390.7,6900597
27/03/2026 15:30:00,390,391.55,384.6,385.7,9994317
30/03/2026 15:30:00,381,388.75,377.95,378.75,9446563
01/04/2026 15:30:00,390.7,390.9,378.55,380.2,6063436
02/04/2026 15:30:00,378.85,386.65,368,385,9543544
06/04/2026 15:30:00,385.05,387,378.45,383.85,6691437
07/04/2026 15:30:00,381.95,388.7,378.45,387.7,4381799
08/04/2026 15:30:00,395,397.45,392.05,394.95,7324411
09/04/2026 15:30:00,395,398.85,392,394.7,8546666
10/04/2026 15:30:00,396.5,401.35,394.9,399.35,6096752
13/04/2026 15:30:00,394.95,417,390.25,409.55,20611836
15/04/2026 15:30:00,415,423.9,410,421.85,17610989
16/04/2026 15:30:00,427.4,429.65,416.2,426.6,14102437
17/04/2026 15:30:00,429,432,424.6,427.6,7377006
20/04/2026 15:30:00,427.5,438.5,424.45,433.6,13081794
21/04/2026 15:30:00,435,439.05,431.65,436.05,9014937
22/04/2026 15:30:00,436,440.8,434.8,436.05,5945688
23/04/2026 15:30:00,435.5,437.8,427.55,430.3,7927709
24/04/2026 15:30:00,431,436.7,426,435,6780544
27/04/2026 15:30:00,436.6,455.95,435.2,453.2,16399806
28/04/2026 15:30:00,454,464.9,454,461.8,16158141
29/04/2026 15:30:00,464.3,464.4,449.4,451.5,7412182
30/04/2026 15:30:00,450,450,439.3,444.55,6116311
04/05/2026 15:30:00,445.5,448,438.5,441.4,4920694
05/05/2026 15:30:00,441.05,445.75,436.65,442.65,6785881
06/05/2026 15:30:00,444.5,446.3,439.5,443.25,4255437
07/05/2026 15:30:00,445.15,446,438.2,439.25,5471848
08/05/2026 15:30:00,438.1,440.6,434.7,436,4061354
11/05/2026 15:30:00,434,437.95,428.7,433.2,4156495
12/05/2026 15:30:00,431.2,433.4,417.25,418.4,6821438
